набор,текст,условие,q* лексический,разрыв наблюдаемый,качество разреза,доля одинаковых,разрыв − q*
механические,26,эхо на четверти,0.5299999999999999,0.5616666666666666,0.9483333333333333,0.5299999999999999,0.03166666666666673
механические,26,словарь к 25,0.6383333333333333,0.6533333333333333,0.9283333333333333,0.6383333333333333,0.015000000000000013
механические,26,словарь к 60,0.535,0.5166666666666667,0.9433333333333334,0.5333333333333333,-0.018333333333333313
механические,26,все слова разные,0.26333333333333336,0.26166666666666666,0.9983333333333334,0.26333333333333336,-0.0016666666666667052
механические,26,чужие хапаксы,0.4116666666666666,0.39166666666666666,0.9566666666666667,0.4116666666666666,-0.019999999999999962
механические,26,хапаксы одного домена,0.4583333333333333,0.42333333333333334,0.945,0.4583333333333333,-0.034999999999999976
механические,26,20 чужих хапаксов,0.44333333333333336,0.46166666666666667,0.9416666666666668,0.43999999999999995,0.018333333333333313
механические,26,маркер каждые 3,0.5433333333333333,0.5366666666666666,0.9550000000000001,0.5416666666666666,-0.00666666666666671
механические,26,без пунктуации,0.4483333333333333,0.4366666666666667,0.9433333333333334,0.4466666666666667,-0.011666666666666603
механические,26,без служебных,0.4116666666666666,0.38999999999999996,0.9633333333333333,0.41,-0.021666666666666667
механические,27,исходный,0.355,0.325,0.9483333333333333,0.35333333333333333,-0.02999999999999997
механические,27,перемешивание,0.355,0.33666666666666667,0.9583333333333334,0.3516666666666666,-0.018333333333333313
механические,27,эхо x2,0.41,0.38833333333333336,0.975,0.4066666666666667,-0.021666666666666612
механические,27,эхо x4,0.5949999999999999,0.59,0.985,0.5949999999999999,-0.004999999999999893
механические,27,эхо на четверти,0.375,0.365,0.965,0.37333333333333335,-0.010000000000000009
механические,27,словарь к 25,0.65,0.635,0.9716666666666667,0.6466666666666667,-0.015000000000000013
механические,27,словарь к 60,0.5750000000000001,0.5416666666666666,0.9466666666666667,0.5716666666666667,-0.03333333333333344
механические,27,все слова разные,0.28,0.245,0.9516666666666667,0.28,-0.03500000000000003
механические,27,чужие хапаксы,0.3283333333333333,0.2816666666666667,0.9483333333333333,0.32666666666666666,-0.046666666666666634
механические,27,хапаксы одного домена,0.32666666666666666,0.28,0.9383333333333334,0.325,-0.046666666666666634
механические,27,20 чужих хапаксов,0.3316666666666667,0.3216666666666667,0.965,0.33,-0.010000000000000009
механические,27,маркер каждые 3,0.4466666666666667,0.42333333333333334,0.9633333333333333,0.44333333333333336,-0.023333333333333373
механические,27,без пунктуации,0.3133333333333333,0.3016666666666667,0.9716666666666667,0.3133333333333333,-0.011666666666666603
механические,27,без служебных,0.2933333333333334,0.25999999999999995,0.9583333333333334,0.28833333333333333,-0.03333333333333344
механические,28,исходный,0.4116666666666666,0.4000000000000001,0.955,0.4116666666666666,-0.011666666666666548
механические,28,перемешивание,0.4083333333333334,0.40499999999999997,0.9583333333333334,0.40666666666666673,-0.0033333333333334103
механические,28,эхо x2,0.5083333333333333,0.49,0.9683333333333333,0.5083333333333333,-0.018333333333333313
механические,28,эхо x4,0.6016666666666666,0.5983333333333333,0.9766666666666667,0.6016666666666666,-0.0033333333333332993
механические,28,эхо на четверти,0.47333333333333333,0.45166666666666666,0.9483333333333334,0.47000000000000003,-0.021666666666666667
механические,28,словарь к 25,0.5683333333333332,0.5650000000000001,0.9516666666666667,0.5666666666666665,-0.0033333333333331883
механические,28,словарь к 60,0.4566666666666667,0.44166666666666665,0.945,0.45333333333333337,-0.015000000000000069
механические,28,все слова разные,0.33166666666666667,0.295,0.9500000000000001,0.33166666666666667,-0.03666666666666668
механические,28,чужие хапаксы,0.43,0.40666666666666673,0.9433333333333334,0.43,-0.02333333333333326
механические,28,хапаксы одного домена,0.43333333333333335,0.39666666666666667,0.945,0.43166666666666664,-0.03666666666666668
механические,28,20 чужих хапаксов,0.42333333333333334,0.395,0.945,0.42333333333333334,-0.02833333333333332
механические,28,маркер каждые 3,0.5133333333333333,0.49,0.9633333333333333,0.5133333333333333,-0.023333333333333317
механические,28,без пунктуации,0.4383333333333333,0.3933333333333333,0.9400000000000001,0.4366666666666667,-0.044999999999999984
механические,28,без служебных,0.405,0.3666666666666667,0.9416666666666668,0.405,-0.03833333333333333
механические,29,исходный,0.3416666666666666,0.33666666666666667,0.9633333333333333,0.33666666666666667,-0.004999999999999949
механические,29,перемешивание,0.3516666666666666,0.33666666666666667,0.965,0.3516666666666666,-0.014999999999999958
механические,29,эхо x2,0.4266666666666667,0.42333333333333334,0.9700000000000001,0.4266666666666667,-0.003333333333333355
механические,29,эхо x4,0.5683333333333332,0.5666666666666665,0.9816666666666666,0.5683333333333332,-0.0016666666666667052
механические,29,эхо на четверти,0.34833333333333333,0.33666666666666667,0.9533333333333335,0.3466666666666667,-0.011666666666666659
механические,29,словарь к 25,0.6,0.5833333333333334,0.9716666666666667,0.5983333333333333,-0.016666666666666607
механические,29,словарь к 60,0.49333333333333335,0.4766666666666666,0.9500000000000001,0.49333333333333335,-0.01666666666666672
механические,29,все слова разные,0.30666666666666664,0.30666666666666664,0.9633333333333333,0.30666666666666664,0.0
механические,29,чужие хапаксы,0.35000000000000003,0.33666666666666667,0.9783333333333334,0.34833333333333333,-0.013333333333333364
механические,29,хапаксы одного домена,0.3433333333333333,0.3316666666666667,0.9583333333333334,0.3433333333333333,-0.011666666666666603
механические,29,20 чужих хапаксов,0.34333333333333327,0.32,0.9683333333333334,0.3416666666666666,-0.02333333333333326
механические,29,маркер каждые 3,0.45999999999999996,0.455,0.9683333333333333,0.45999999999999996,-0.004999999999999949
механические,29,без пунктуации,0.3283333333333333,0.295,0.9633333333333334,0.32499999999999996,-0.033333333333333326
механические,29,без служебных,0.2683333333333333,0.26833333333333337,0.9533333333333333,0.26166666666666666,5.551115123125783e-17
механические,30,исходный,0.41333333333333333,0.4066666666666667,0.93,0.41333333333333333,-0.006666666666666654
механические,30,перемешивание,0.41500000000000004,0.375,0.9500000000000001,0.41500000000000004,-0.040000000000000036
механические,30,эхо x2,0.4683333333333333,0.4533333333333333,0.9583333333333334,0.465,-0.015000000000000013
механические,30,эхо x4,0.5516666666666666,0.555,0.965,0.5499999999999999,0.0033333333333334103
механические,30,эхо на четверти,0.3666666666666667,0.3483333333333334,0.9466666666666667,0.365,-0.018333333333333313
механические,30,словарь к 25,0.6866666666666666,0.68,0.975,0.685,-0.006666666666666599
механические,30,словарь к 60,0.5983333333333333,0.5733333333333334,0.96,0.5933333333333334,-0.02499999999999991
механические,30,все слова разные,0.30666666666666664,0.28,0.9666666666666667,0.30666666666666664,-0.026666666666666616
механические,30,чужие хапаксы,0.37833333333333335,0.32666666666666666,0.9400000000000001,0.37666666666666665,-0.051666666666666694
механические,30,хапаксы одного домена,0.41333333333333333,0.36999999999999994,0.94,0.40666666666666673,-0.04333333333333339
механические,30,20 чужих хапаксов,0.4183333333333333,0.38833333333333336,0.9483333333333333,0.4166666666666667,-0.029999999999999916
механические,30,маркер каждые 3,0.48166666666666663,0.455,0.955,0.4766666666666666,-0.026666666666666616
механические,30,без пунктуации,0.34,0.29833333333333334,0.9466666666666667,0.33499999999999996,-0.041666666666666685
механические,30,без служебных,0.36833333333333335,0.3116666666666667,0.9366666666666666,0.36833333333333335,-0.05666666666666664
механические,31,исходный,0.3416666666666666,0.315,0.9533333333333333,0.3316666666666666,-0.026666666666666616
механические,31,перемешивание,0.31833333333333336,0.31,0.9666666666666667,0.31666666666666665,-0.00833333333333336
механические,31,эхо x2,0.435,0.4033333333333333,0.9566666666666667,0.43,-0.031666666666666676
механические,31,эхо x4,0.6083333333333333,0.58,0.9616666666666666,0.6083333333333333,-0.02833333333333332
механические,31,эхо на четверти,0.36833333333333335,0.355,0.9533333333333333,0.36833333333333335,-0.013333333333333364
механические,31,словарь к 25,0.6316666666666667,0.62,0.9483333333333334,0.6283333333333333,-0.011666666666666714
механические,31,словарь к 60,0.5366666666666667,0.5533333333333333,0.945,0.535,0.016666666666666607
механические,31,все слова разные,0.26499999999999996,0.25166666666666665,0.9866666666666667,0.26499999999999996,-0.013333333333333308
механические,31,чужие хапаксы,0.29666666666666663,0.26333333333333336,0.9483333333333333,0.295,-0.03333333333333327
механические,31,хапаксы одного домена,0.34,0.305,0.9683333333333333,0.33,-0.03500000000000003
механические,31,20 чужих хапаксов,0.37166666666666665,0.365,0.9633333333333333,0.365,-0.006666666666666654
механические,31,маркер каждые 3,0.4366666666666667,0.42,0.9666666666666667,0.43333333333333335,-0.01666666666666672
механические,31,без пунктуации,0.33,0.33,0.945,0.32833333333333337,0.0
механические,31,без служебных,0.2916666666666667,0.26333333333333336,0.94,0.28333333333333327,-0.02833333333333332
механические,32,исходный,0.455,0.44999999999999996,0.975,0.455,-0.00500000000000006
механические,32,перемешивание,0.465,0.4483333333333333,0.955,0.4633333333333333,-0.01666666666666672
механические,32,эхо x2,0.5633333333333334,0.5333333333333333,0.9666666666666667,0.5599999999999999,-0.030000000000000027
механические,32,эхо x4,0.5766666666666667,0.5733333333333333,0.9666666666666667,0.5766666666666667,-0.0033333333333334103
механические,32,эхо на четверти,0.505,0.5016666666666666,0.9616666666666666,0.5033333333333333,-0.0033333333333334103
механические,32,словарь к 25,0.6783333333333333,0.665,0.98,0.6783333333333333,-0.013333333333333308
механические,32,словарь к 60,0.6133333333333333,0.5983333333333334,0.965,0.6133333333333333,-0.014999999999999902
механические,32,все слова разные,0.24666666666666667,0.2333333333333333,0.9833333333333334,0.24666666666666667,-0.013333333333333364
механические,32,чужие хапаксы,0.41,0.38000000000000006,0.9616666666666666,0.40499999999999997,-0.029999999999999916
механические,32,хапаксы одного домена,0.44,0.4266666666666667,0.9683333333333334,0.4383333333333333,-0.013333333333333308
механические,32,20 чужих хапаксов,0.47666666666666674,0.465,0.98,0.4749999999999999,-0.011666666666666714
механические,32,маркер каждые 3,0.5666666666666667,0.5633333333333334,0.975,0.5650000000000001,-0.0033333333333332993
механические,32,без пунктуации,0.44166666666666665,0.4283333333333334,0.96,0.44166666666666665,-0.013333333333333253
механические,32,без служебных,0.42333333333333334,0.4166666666666667,0.9783333333333332,0.4216666666666667,-0.006666666666666654
механические,33,исходный,0.4383333333333333,0.385,0.9400000000000001,0.4383333333333333,-0.05333333333333329
механические,33,перемешивание,0.43500000000000005,0.4083333333333334,0.9333333333333332,0.43166666666666664,-0.026666666666666672
механические,33,эхо x2,0.62,0.6083333333333333,0.9816666666666666,0.62,-0.011666666666666714
механические,33,эхо x4,0.7266666666666666,0.7166666666666667,0.9883333333333333,0.725,-0.009999999999999898
механические,33,эхо на четверти,0.48,0.4466666666666667,0.9566666666666666,0.48,-0.03333333333333327
механические,33,словарь к 25,0.6466666666666666,0.64,0.9400000000000001,0.6466666666666666,-0.006666666666666599
механические,33,словарь к 60,0.5316666666666667,0.5016666666666667,0.9416666666666668,0.53,-0.030000000000000027
механические,33,все слова разные,0.2916666666666667,0.26666666666666666,0.9683333333333333,0.2916666666666667,-0.025000000000000022
механические,33,чужие хапаксы,0.4066666666666667,0.3833333333333333,0.9666666666666667,0.4066666666666667,-0.023333333333333373
механические,33,хапаксы одного домена,0.3983333333333334,0.37666666666666665,0.9666666666666667,0.39666666666666667,-0.021666666666666723
механические,33,20 чужих хапаксов,0.43333333333333335,0.4000000000000001,0.9433333333333334,0.43333333333333335,-0.03333333333333327
механические,33,маркер каждые 3,0.5599999999999999,0.5533333333333333,0.9833333333333333,0.5599999999999999,-0.006666666666666599
механические,33,без пунктуации,0.44166666666666665,0.44166666666666665,0.9366666666666666,0.44166666666666665,0.0
механические,33,без служебных,0.3666666666666667,0.3633333333333333,0.9466666666666667,0.3666666666666667,-0.0033333333333334103
механические,34,исходный,0.3666666666666667,0.3433333333333333,0.9550000000000001,0.36166666666666664,-0.023333333333333373
механические,34,перемешивание,0.315,0.3066666666666667,0.9683333333333333,0.315,-0.008333333333333304
механические,34,эхо x2,0.455,0.45166666666666666,0.9783333333333332,0.45333333333333337,-0.003333333333333355
механические,34,эхо x4,0.6116666666666667,0.6,0.975,0.6116666666666667,-0.011666666666666714
механические,34,эхо на четверти,0.35333333333333333,0.3383333333333333,0.9733333333333333,0.3483333333333334,-0.015000000000000013
механические,34,словарь к 25,0.6566666666666666,0.635,0.9583333333333334,0.6533333333333333,-0.021666666666666612
механические,34,словарь к 60,0.5933333333333334,0.5883333333333334,0.9716666666666667,0.5933333333333334,-0.0050000000000000044
механические,34,все слова разные,0.18666666666666668,0.17333333333333334,0.9833333333333334,0.18666666666666668,-0.013333333333333336
механические,34,чужие хапаксы,0.3633333333333333,0.3466666666666667,0.9633333333333333,0.3633333333333333,-0.016666666666666607
механические,34,хапаксы одного домена,0.33666666666666667,0.3016666666666667,0.9550000000000001,0.33666666666666667,-0.034999999999999976
механические,34,20 чужих хапаксов,0.345,0.32,0.9700000000000001,0.34333333333333327,-0.024999999999999967
механические,34,маркер каждые 3,0.42166666666666663,0.3866666666666667,0.965,0.415,-0.03499999999999992
механические,34,без пунктуации,0.34833333333333333,0.33499999999999996,0.9616666666666666,0.3466666666666667,-0.013333333333333364
механические,34,без служебных,0.31666666666666665,0.29666666666666663,0.975,0.315,-0.020000000000000018
механические,35,исходный,0.3333333333333333,0.3033333333333333,0.9499999999999998,0.3333333333333333,-0.030000000000000027
механические,35,перемешивание,0.31,0.29833333333333334,0.96,0.30833333333333335,-0.011666666666666659
механические,35,эхо x2,0.45,0.44333333333333336,0.9716666666666667,0.4483333333333333,-0.006666666666666654
механические,35,эхо x4,0.6083333333333333,0.5933333333333333,0.985,0.6083333333333333,-0.015000000000000013
механические,35,эхо на четверти,0.35333333333333333,0.32,0.9433333333333334,0.35333333333333333,-0.033333333333333326
механические,35,словарь к 25,0.65,0.625,0.9666666666666667,0.645,-0.025000000000000022
механические,35,словарь к 60,0.5183333333333334,0.51,0.9383333333333334,0.515,-0.008333333333333415
механические,35,все слова разные,0.25166666666666665,0.22666666666666668,0.9666666666666667,0.25,-0.024999999999999967
механические,35,чужие хапаксы,0.28833333333333333,0.27,0.9683333333333333,0.28833333333333333,-0.018333333333333313
механические,35,хапаксы одного домена,0.31666666666666665,0.29,0.9699999999999999,0.31666666666666665,-0.026666666666666672
механические,35,20 чужих хапаксов,0.3,0.27999999999999997,0.9700000000000001,0.3,-0.020000000000000018
механические,35,маркер каждые 3,0.4383333333333333,0.4166666666666667,0.9683333333333333,0.4383333333333333,-0.021666666666666612
механические,35,без пунктуации,0.3016666666666667,0.2916666666666667,0.9499999999999998,0.3016666666666667,-0.010000000000000009
механические,35,без служебных,0.24166666666666667,0.21999999999999997,0.9499999999999998,0.24,-0.021666666666666695
механические,36,исходный,0.36166666666666664,0.32666666666666666,0.9533333333333333,0.36000000000000004,-0.034999999999999976
механические,36,перемешивание,0.3583333333333334,0.3333333333333333,0.96,0.35666666666666663,-0.025000000000000078
механические,36,эхо x2,0.5233333333333333,0.5316666666666666,0.9716666666666667,0.5233333333333333,0.008333333333333304
механические,36,эхо x4,0.65,0.6516666666666667,0.975,0.65,0.0016666666666667052
механические,36,эхо на четверти,0.42,0.42,0.9516666666666667,0.4183333333333334,0.0
механические,36,словарь к 25,0.6483333333333334,0.63,0.9633333333333333,0.6466666666666666,-0.018333333333333424
механические,36,словарь к 60,0.5500000000000002,0.5316666666666666,0.9666666666666667,0.545,-0.018333333333333535
механические,36,все слова разные,0.3416666666666666,0.335,0.98,0.3416666666666666,-0.006666666666666599
механические,36,чужие хапаксы,0.37333333333333335,0.3516666666666666,0.9816666666666666,0.36999999999999994,-0.021666666666666723
механические,36,хапаксы одного домена,0.36833333333333335,0.36000000000000004,0.9783333333333334,0.36833333333333335,-0.008333333333333304
механические,36,20 чужих хапаксов,0.36333333333333334,0.335,0.945,0.36333333333333334,-0.02833333333333332
механические,36,маркер каждые 3,0.48166666666666663,0.47500000000000003,0.9766666666666667,0.48166666666666663,-0.006666666666666599
механические,36,без пунктуации,0.3333333333333333,0.3033333333333333,0.9383333333333334,0.32833333333333337,-0.030000000000000027
механические,36,без служебных,0.29333333333333333,0.2833333333333333,0.96,0.29333333333333333,-0.010000000000000009
механические,37,исходный,0.45166666666666666,0.42333333333333334,0.9533333333333333,0.45,-0.02833333333333332
механические,37,перемешивание,0.4716666666666667,0.4483333333333333,0.9583333333333334,0.47000000000000003,-0.023333333333333373
механические,37,эхо x2,0.56,0.5133333333333333,0.9516666666666667,0.555,-0.046666666666666745
механические,37,эхо x4,0.7050000000000001,0.6750000000000002,0.9566666666666667,0.7050000000000001,-0.029999999999999916
механические,37,эхо на четверти,0.49333333333333335,0.4566666666666667,0.9566666666666666,0.48666666666666664,-0.036666666666666625
механические,37,словарь к 25,0.6933333333333334,0.695,0.9499999999999998,0.685,0.0016666666666665941
механические,37,словарь к 60,0.5850000000000001,0.5683333333333334,0.9333333333333332,0.5850000000000001,-0.01666666666666672
механические,37,все слова разные,0.3933333333333333,0.35833333333333334,0.9583333333333334,0.38999999999999996,-0.034999999999999976
механические,37,чужие хапаксы,0.4633333333333334,0.47000000000000003,0.96,0.4633333333333334,0.006666666666666654
механические,37,хапаксы одного домена,0.44166666666666665,0.39999999999999997,0.9483333333333333,0.44166666666666665,-0.041666666666666685
механические,37,20 чужих хапаксов,0.46166666666666667,0.445,0.96,0.46166666666666667,-0.016666666666666663
механические,37,маркер каждые 3,0.555,0.5516666666666666,0.9699999999999999,0.555,-0.0033333333333334103
механические,37,без пунктуации,0.43333333333333335,0.43,0.9133333333333334,0.43333333333333335,-0.003333333333333355
механические,37,без служебных,0.44,0.39999999999999997,0.9416666666666665,0.43166666666666664,-0.040000000000000036
механические,38,исходный,0.395,0.36999999999999994,0.945,0.39166666666666666,-0.025000000000000078
механические,38,перемешивание,0.39833333333333326,0.37833333333333335,0.96,0.39833333333333326,-0.019999999999999907
механические,38,эхо x2,0.49,0.4716666666666667,0.9533333333333333,0.4883333333333333,-0.018333333333333313
механические,38,эхо x4,0.6216666666666667,0.5983333333333333,0.9783333333333334,0.62,-0.023333333333333428
механические,38,эхо на четверти,0.435,0.415,0.9416666666666668,0.43,-0.020000000000000018
механические,38,словарь к 25,0.6616666666666667,0.6366666666666667,0.91,0.6566666666666667,-0.025000000000000022
механические,38,словарь к 60,0.5866666666666666,0.5599999999999999,0.9416666666666668,0.585,-0.026666666666666616
механические,38,все слова разные,0.3499999999999999,0.3133333333333333,0.9583333333333334,0.34833333333333333,-0.036666666666666625
механические,38,чужие хапаксы,0.37833333333333335,0.3466666666666667,0.9466666666666667,0.37666666666666665,-0.031666666666666676
механические,38,хапаксы одного домена,0.39166666666666666,0.37833333333333335,0.955,0.38999999999999996,-0.013333333333333308
механические,38,20 чужих хапаксов,0.38833333333333336,0.36666666666666664,0.9366666666666665,0.3833333333333333,-0.021666666666666723
механические,38,маркер каждые 3,0.47833333333333333,0.47833333333333333,0.9649999999999999,0.47333333333333333,0.0
механические,38,без пунктуации,0.3666666666666667,0.33666666666666667,0.9266666666666667,0.3666666666666667,-0.030000000000000027
механические,38,без служебных,0.36999999999999994,0.32666666666666666,0.9316666666666666,0.36166666666666664,-0.04333333333333328
механические,39,исходный,0.3416666666666666,0.3233333333333333,0.9583333333333334,0.3383333333333334,-0.018333333333333313
механические,39,перемешивание,0.33,0.3083333333333333,0.9483333333333333,0.32666666666666666,-0.021666666666666723
механические,39,эхо x2,0.48500000000000004,0.4633333333333334,0.9683333333333334,0.48500000000000004,-0.021666666666666667
механические,39,эхо x4,0.6616666666666666,0.6583333333333333,0.9866666666666667,0.6616666666666666,-0.0033333333333332993
механические,39,эхо на четверти,0.40166666666666667,0.36999999999999994,0.9633333333333333,0.39999999999999997,-0.03166666666666673
механические,39,словарь к 25,0.645,0.6433333333333334,0.9733333333333333,0.6366666666666667,-0.0016666666666665941
механические,39,словарь к 60,0.5166666666666666,0.5,0.965,0.515,-0.016666666666666607
механические,39,все слова разные,0.21333333333333335,0.19166666666666665,0.9716666666666667,0.21,-0.021666666666666695
механические,39,чужие хапаксы,0.33,0.30333333333333334,0.9633333333333333,0.32333333333333336,-0.026666666666666672
механические,39,хапаксы одного домена,0.35333333333333333,0.325,0.9616666666666666,0.3499999999999999,-0.02833333333333332
механические,39,20 чужих хапаксов,0.3416666666666666,0.325,0.9666666666666667,0.3416666666666666,-0.016666666666666607
механические,39,маркер каждые 3,0.45,0.42333333333333334,0.9566666666666666,0.45,-0.026666666666666672
механические,39,без пунктуации,0.295,0.27166666666666667,0.9733333333333333,0.2916666666666667,-0.023333333333333317
механические,39,без служебных,0.3016666666666667,0.29,0.965,0.3016666666666667,-0.011666666666666714
механические,40,исходный,0.3,0.2966666666666667,0.9666666666666667,0.2966666666666667,-0.0033333333333332993
механические,40,перемешивание,0.3133333333333333,0.29666666666666663,0.9733333333333333,0.31,-0.016666666666666663
механические,40,эхо x2,0.4066666666666667,0.385,0.965,0.4066666666666667,-0.021666666666666667
механические,40,эхо x4,0.58,0.5766666666666665,0.9866666666666667,0.58,-0.0033333333333334103
механические,40,эхо на четверти,0.35833333333333334,0.36500000000000005,0.9666666666666667,0.35833333333333334,0.00666666666666671
механические,40,словарь к 25,0.6966666666666667,0.6816666666666666,0.9716666666666667,0.6933333333333334,-0.015000000000000013
механические,40,словарь к 60,0.585,0.5916666666666667,0.965,0.58,0.00666666666666671
механические,40,все слова разные,0.25833333333333336,0.25166666666666665,0.985,0.25666666666666665,-0.00666666666666671
механические,40,чужие хапаксы,0.3116666666666667,0.285,0.9716666666666667,0.31,-0.026666666666666727
механические,40,хапаксы одного домена,0.29666666666666663,0.29000000000000004,0.9733333333333333,0.29666666666666663,-0.006666666666666599
механические,40,20 чужих хапаксов,0.3116666666666667,0.30833333333333335,0.9816666666666666,0.31,-0.003333333333333355
механические,40,маркер каждые 3,0.46166666666666667,0.45333333333333337,0.9816666666666666,0.46166666666666667,-0.008333333333333304
механические,40,без пунктуации,0.3166666666666667,0.30333333333333334,0.9633333333333333,0.3166666666666667,-0.013333333333333364
механические,40,без служебных,0.22666666666666668,0.225,0.9616666666666666,0.22666666666666668,-0.0016666666666666774
механические,41,исходный,0.31833333333333336,0.2816666666666667,0.9500000000000001,0.31833333333333336,-0.03666666666666668
механические,41,перемешивание,0.325,0.3016666666666667,0.975,0.3233333333333333,-0.023333333333333317
механические,41,эхо x2,0.45166666666666666,0.435,0.9683333333333333,0.45,-0.016666666666666663
механические,41,эхо x4,0.6366666666666666,0.6233333333333334,0.9766666666666667,0.6366666666666666,-0.013333333333333197
механические,41,эхо на четверти,0.375,0.34333333333333327,0.965,0.375,-0.03166666666666673
механические,41,словарь к 25,0.6283333333333333,0.6283333333333334,0.9566666666666667,0.625,1.1102230246251565e-16
механические,41,словарь к 60,0.5333333333333333,0.5333333333333333,0.9666666666666667,0.5300000000000001,0.0
механические,41,все слова разные,0.275,0.255,0.965,0.2733333333333334,-0.020000000000000018
механические,41,чужие хапаксы,0.3,0.2783333333333333,0.9766666666666666,0.29833333333333334,-0.021666666666666667
механические,41,хапаксы одного домена,0.33,0.29833333333333334,0.9666666666666667,0.3283333333333333,-0.031666666666666676
механические,41,20 чужих хапаксов,0.3133333333333333,0.30833333333333335,0.965,0.3133333333333333,-0.004999999999999949
механические,41,маркер каждые 3,0.4633333333333334,0.44166666666666665,0.975,0.4566666666666667,-0.021666666666666723
механические,41,без пунктуации,0.3116666666666667,0.295,0.98,0.3116666666666667,-0.01666666666666672
механические,41,без служебных,0.25333333333333335,0.21999999999999997,0.96,0.25333333333333335,-0.03333333333333338
механические,42,исходный,0.3566666666666667,0.3416666666666666,0.9683333333333334,0.3566666666666667,-0.015000000000000069
механические,42,перемешивание,0.3866666666666667,0.37666666666666665,0.9533333333333333,0.3866666666666667,-0.010000000000000064
механические,42,эхо x2,0.49333333333333335,0.47833333333333333,0.975,0.49333333333333335,-0.015000000000000013
механические,42,эхо x4,0.6266666666666666,0.615,0.9783333333333334,0.6266666666666666,-0.011666666666666603
механические,42,эхо на четверти,0.4266666666666667,0.38666666666666666,0.9483333333333333,0.42500000000000004,-0.040000000000000036
механические,42,словарь к 25,0.6416666666666666,0.6183333333333333,0.9566666666666667,0.6416666666666666,-0.023333333333333317
механические,42,словарь к 60,0.5383333333333334,0.5266666666666667,0.975,0.5383333333333334,-0.011666666666666714
механические,42,все слова разные,0.23666666666666666,0.20833333333333334,0.9633333333333333,0.235,-0.02833333333333332
механические,42,чужие хапаксы,0.3633333333333333,0.3416666666666666,0.9733333333333333,0.36166666666666664,-0.021666666666666667
механические,42,хапаксы одного домена,0.37666666666666665,0.35333333333333333,0.9700000000000001,0.37666666666666665,-0.023333333333333317
механические,42,20 чужих хапаксов,0.37000000000000005,0.3516666666666666,0.9716666666666667,0.37000000000000005,-0.018333333333333424
механические,42,маркер каждые 3,0.5066666666666667,0.5,0.9666666666666667,0.5066666666666667,-0.00666666666666671
механические,42,без пунктуации,0.36999999999999994,0.355,0.9566666666666666,0.36833333333333335,-0.014999999999999958
механические,42,без служебных,0.34,0.3016666666666667,0.9566666666666666,0.3383333333333334,-0.03833333333333333
механические,43,исходный,0.315,0.30666666666666664,0.9616666666666666,0.315,-0.00833333333333336
механические,43,перемешивание,0.31,0.3,0.9683333333333333,0.305,-0.010000000000000009
механические,43,эхо x2,0.4683333333333333,0.47000000000000003,0.9783333333333332,0.4683333333333333,0.0016666666666667052
механические,43,эхо x4,0.6716666666666667,0.6716666666666667,0.9833333333333334,0.6716666666666667,0.0
механические,43,эхо на четверти,0.36000000000000004,0.3516666666666666,0.96,0.35833333333333334,-0.008333333333333415
механические,43,словарь к 25,0.5816666666666667,0.5533333333333333,0.9483333333333333,0.5816666666666667,-0.02833333333333332
механические,43,словарь к 60,0.465,0.4166666666666667,0.9216666666666667,0.455,-0.04833333333333334
механические,43,все слова разные,0.2383333333333333,0.20666666666666667,0.955,0.23500000000000001,-0.03166666666666665
механические,43,чужие хапаксы,0.295,0.2816666666666667,0.9666666666666667,0.295,-0.013333333333333308
механические,43,хапаксы одного домена,0.325,0.30833333333333335,0.9683333333333333,0.3233333333333333,-0.016666666666666663
механические,43,20 чужих хапаксов,0.315,0.3,0.96,0.31,-0.015000000000000013
механические,43,маркер каждые 3,0.44999999999999996,0.4383333333333333,0.9816666666666666,0.44999999999999996,-0.011666666666666659
механические,43,без пунктуации,0.2733333333333334,0.2833333333333333,0.9533333333333333,0.2733333333333334,0.009999999999999953
механические,43,без служебных,0.305,0.27499999999999997,0.9433333333333334,0.305,-0.030000000000000027
механические,44,исходный,0.395,0.36166666666666664,0.9433333333333334,0.395,-0.03333333333333338
механические,44,перемешивание,0.42333333333333334,0.41,0.96,0.4166666666666667,-0.013333333333333364
механические,44,эхо x2,0.5499999999999999,0.5533333333333333,0.9366666666666666,0.5466666666666667,0.0033333333333334103
механические,44,эхо x4,0.6766666666666667,0.6583333333333333,0.965,0.6733333333333333,-0.018333333333333424
механические,44,эхо на четверти,0.48,0.4633333333333334,0.9566666666666667,0.48,-0.016666666666666607
механические,44,словарь к 25,0.5933333333333333,0.5766666666666667,0.955,0.5916666666666667,-0.016666666666666607
механические,44,словарь к 60,0.5566666666666668,0.56,0.9400000000000001,0.5566666666666668,0.0033333333333332993
механические,44,все слова разные,0.36166666666666664,0.32666666666666666,0.9483333333333333,0.36166666666666664,-0.034999999999999976
механические,44,чужие хапаксы,0.41500000000000004,0.39666666666666667,0.9416666666666668,0.41500000000000004,-0.018333333333333368
механические,44,хапаксы одного домена,0.395,0.38166666666666665,0.9416666666666668,0.39333333333333337,-0.013333333333333364
механические,44,20 чужих хапаксов,0.4033333333333333,0.375,0.9583333333333334,0.4033333333333333,-0.02833333333333332
механические,44,маркер каждые 3,0.52,0.5,0.9583333333333334,0.515,-0.020000000000000018
механические,44,без пунктуации,0.355,0.3283333333333333,0.94,0.355,-0.026666666666666672
