набор,текст,условие,beta,q*
механические,34,все слова разные,0.9008110106691255,0.225
механические,34,чужие хапаксы,0.8167083671972591,0.3666666666666667
механические,34,хапаксы одного домена,0.8035596291695013,0.37333333333333335
механические,34,20 чужих хапаксов,0.8295329162581813,0.365
механические,34,маркер каждые 3,0.8337793956486538,0.43333333333333335
механические,34,без пунктуации,0.803321568496732,0.3833333333333333
механические,34,без служебных,0.8266399610461482,0.32666666666666666
механические,35,исходный,0.8123551846003229,0.3499999999999999
механические,35,перемешивание,0.8328683153785161,0.3316666666666667
механические,35,эхо x2,0.6989722717842498,0.4766666666666666
механические,35,эхо x4,0.5525054214327697,0.6150000000000001
механические,35,эхо на четверти,0.7926249696307933,0.36999999999999994
механические,35,словарь к 25,0.6243941362436564,0.6549999999999999
механические,35,словарь к 60,0.680282777273276,0.5283333333333333
механические,35,все слова разные,0.8884800252885213,0.24166666666666667
механические,35,чужие хапаксы,0.8387554449177053,0.33
механические,35,хапаксы одного домена,0.8258706106230754,0.3366666666666666
механические,35,20 чужих хапаксов,0.8189670932556353,0.3433333333333333
механические,35,маркер каждые 3,0.8232986882337537,0.4266666666666667
механические,35,без пунктуации,0.8407232035273907,0.31
механические,35,без служебных,0.8664092646931004,0.2833333333333333
механические,36,исходный,0.8037839053524379,0.39166666666666666
механические,36,перемешивание,0.8173137284032874,0.38166666666666665
механические,36,эхо x2,0.6908817728757476,0.5266666666666667
механические,36,эхо x4,0.5334014842458944,0.6533333333333334
механические,36,эхо на четверти,0.790380706482339,0.4266666666666667
механические,36,словарь к 25,0.613524258654353,0.6466666666666667
механические,36,словарь к 60,0.6818104252849843,0.5366666666666667
механические,36,все слова разные,0.8491038552309744,0.33666666666666667
механические,36,чужие хапаксы,0.8108545122630945,0.375
механические,36,хапаксы одного домена,0.8247127690226804,0.3633333333333333
механические,36,20 чужих хапаксов,0.816565749182414,0.38166666666666665
механические,36,маркер каждые 3,0.8023927603021082,0.5133333333333333
механические,36,без пунктуации,0.83069192937345,0.32499999999999996
механические,36,без служебных,0.8705134185437382,0.31
механические,37,исходный,0.7553203873067046,0.4766666666666666
механические,37,перемешивание,0.7710250760788145,0.47
механические,37,эхо x2,0.6541924684025532,0.5766666666666667
механические,37,эхо x4,0.4891207564585404,0.7050000000000001
механические,37,эхо на четверти,0.7334673638173079,0.5016666666666666
механические,37,словарь к 25,0.5868266818804675,0.6916666666666668
механические,37,словарь к 60,0.6562399522929555,0.6016666666666667
механические,37,все слова разные,0.8058901456711962,0.4366666666666667
механические,37,чужие хапаксы,0.7652722916287221,0.4683333333333333
механические,37,хапаксы одного домена,0.7806306320209662,0.47333333333333333
механические,37,20 чужих хапаксов,0.7569627807782067,0.48500000000000004
механические,37,маркер каждые 3,0.7877914165728829,0.5533333333333333
механические,37,без пунктуации,0.7907427583334575,0.4166666666666667
механические,37,без служебных,0.8194251173490414,0.4466666666666667
механические,38,исходный,0.7935229076210496,0.4283333333333333
механические,38,перемешивание,0.8088084889345705,0.42333333333333334
механические,38,эхо x2,0.704855362971981,0.515
механические,38,эхо x4,0.5729731397124208,0.64
механические,38,эхо на четверти,0.7647814414192942,0.4566666666666667
механические,38,словарь к 25,0.6090829642795857,0.66
механические,38,словарь к 60,0.6756139745197666,0.57
механические,38,все слова разные,0.8341525805351564,0.36999999999999994
механические,38,чужие хапаксы,0.8204496562591507,0.40499999999999997
механические,38,хапаксы одного домена,0.8130383663446619,0.3866666666666667
механические,38,20 чужих хапаксов,0.8091254258991335,0.40166666666666667
механические,38,маркер каждые 3,0.8174846836673595,0.49499999999999994
механические,38,без пунктуации,0.833462692666319,0.36333333333333334
механические,38,без служебных,0.8443952665298343,0.3583333333333334
механические,39,исходный,0.8082464766646454,0.35833333333333334
механические,39,перемешивание,0.8268462438534984,0.3383333333333334
механические,39,эхо x2,0.6856628351827642,0.5083333333333333
механические,39,эхо x4,0.5068287902389347,0.6566666666666667
механические,39,эхо на четверти,0.7827871241099603,0.41
механические,39,словарь к 25,0.6053679464394403,0.6566666666666667
механические,39,словарь к 60,0.6955096912377329,0.5083333333333333
механические,39,все слова разные,0.898011742277804,0.2283333333333333
механические,39,чужие хапаксы,0.8139008800687727,0.3583333333333334
механические,39,хапаксы одного домена,0.8016329371895957,0.36999999999999994
механические,39,20 чужих хапаксов,0.8110767309769272,0.3566666666666667
механические,39,маркер каждые 3,0.8274159575544622,0.4633333333333334
механические,39,без пунктуации,0.845098694733255,0.295
механические,39,без служебных,0.8562460061596129,0.31
механические,40,исходный,0.8476943472517561,0.34833333333333333
механические,40,перемешивание,0.8426502558473317,0.325
механические,40,эхо x2,0.7793624117078961,0.4033333333333333
механические,40,эхо x4,0.6258844032453262,0.5716666666666667
механические,40,эхо на четверти,0.8135611521203282,0.375
механические,40,словарь к 25,0.6015758021420542,0.6583333333333333
механические,40,словарь к 60,0.6575944226782834,0.5683333333333334
механические,40,все слова разные,0.8846413096231033,0.25333333333333335
механические,40,чужие хапаксы,0.8533391829374716,0.31833333333333336
механические,40,хапаксы одного домена,0.8577856161335995,0.3033333333333333
механические,40,20 чужих хапаксов,0.839654189528969,0.33
механические,40,маркер каждые 3,0.8502560398063602,0.41
механические,40,без пунктуации,0.8547624051734153,0.315
механические,40,без служебных,0.8879512572131141,0.2383333333333333
механические,41,исходный,0.8319961408615573,0.3383333333333334
механические,41,перемешивание,0.8592054014854952,0.29000000000000004
механические,41,эхо x2,0.7297933959830228,0.48333333333333334
механические,41,эхо x4,0.5575654367885111,0.635
механические,41,эхо на четверти,0.792800118325887,0.37833333333333335
механические,41,словарь к 25,0.6369467305493524,0.635
механические,41,словарь к 60,0.6961167815824106,0.525
механические,41,все слова разные,0.8766421255736895,0.27166666666666667
механические,41,чужие хапаксы,0.8377762247831347,0.3216666666666667
механические,41,хапаксы одного домена,0.8331748864238896,0.3383333333333334
механические,41,20 чужих хапаксов,0.8368369288654233,0.34500000000000003
механические,41,маркер каждые 3,0.8259250368598533,0.4716666666666667
механические,41,без пунктуации,0.8553732296768658,0.3016666666666667
механические,41,без служебных,0.8737614221900799,0.2816666666666667
механические,42,исходный,0.7820394428933407,0.395
механические,42,перемешивание,0.798218215132941,0.39999999999999997
механические,42,эхо x2,0.7071965003404562,0.52
механические,42,эхо x4,0.6074989331022037,0.6383333333333333
механические,42,эхо на четверти,0.7524553535018829,0.4483333333333333
механические,42,словарь к 25,0.5703215779640148,0.6750000000000002
механические,42,словарь к 60,0.6518906252627016,0.5666666666666667
механические,42,все слова разные,0.8748103216402802,0.265
механические,42,чужие хапаксы,0.7885083110303097,0.39666666666666667
механические,42,хапаксы одного домена,0.8076902863172822,0.36833333333333335
механические,42,20 чужих хапаксов,0.7947181460798024,0.38999999999999996
механические,42,маркер каждые 3,0.796121997946417,0.5033333333333333
механические,42,без пунктуации,0.7857925794954497,0.3866666666666667
механические,42,без служебных,0.8275905284503885,0.3566666666666667
механические,43,исходный,0.8159202487979162,0.345
механические,43,перемешивание,0.8212978299850532,0.3216666666666667
механические,43,эхо x2,0.6939481654733534,0.4883333333333333
механические,43,эхо x4,0.4742421573509872,0.6783333333333333
механические,43,эхо на четверти,0.7984841743796065,0.36000000000000004
механические,43,словарь к 25,0.6397264987867106,0.585
механические,43,словарь к 60,0.7294928581697803,0.46166666666666667
механические,43,все слова разные,0.8751836100025253,0.24833333333333332
механические,43,чужие хапаксы,0.8235748228760339,0.3216666666666667
механические,43,хапаксы одного домена,0.8199773126577347,0.3383333333333334
механические,43,20 чужих хапаксов,0.8237006391899367,0.3233333333333333
механические,43,маркер каждые 3,0.8294089623625541,0.45166666666666666
механические,43,без пунктуации,0.8545573103031883,0.2816666666666667
механические,43,без служебных,0.8624051863670879,0.265
механические,44,исходный,0.7614497713445973,0.4383333333333333
механические,44,перемешивание,0.7564394076313078,0.45
механические,44,эхо x2,0.6797644067846651,0.5416666666666666
механические,44,эхо x4,0.5079190728795716,0.6833333333333332
механические,44,эхо на четверти,0.7184289634144605,0.4916666666666667
механические,44,словарь к 25,0.6404278938410856,0.62
механические,44,словарь к 60,0.6901746394579442,0.5283333333333334
механические,44,все слова разные,0.8175020136000418,0.37333333333333335
механические,44,чужие хапаксы,0.7857019343210597,0.41333333333333333
механические,44,хапаксы одного домена,0.7752922588190053,0.42500000000000004
механические,44,20 чужих хапаксов,0.782100841507131,0.415
механические,44,маркер каждые 3,0.77989693313083,0.5133333333333333
механические,44,без пунктуации,0.7891698938291624,0.375
механические,44,без служебных,0.7782429770043157,0.43333333333333335
механические,45,исходный,0.7145512223738283,0.5283333333333333
механические,45,перемешивание,0.7273322775047449,0.53
механические,45,эхо x2,0.6051550820200523,0.695
механические,45,эхо x4,0.4534948202928339,0.755
механические,45,эхо на четверти,0.681086704742567,0.5966666666666667
механические,45,словарь к 25,0.5769755292345784,0.685
механические,45,словарь к 60,0.6821647083360052,0.5816666666666667
механические,45,все слова разные,0.8368506588776109,0.4000000000000001
механические,45,чужие хапаксы,0.737450635802499,0.5266666666666667
механические,45,хапаксы одного домена,0.7180059502624054,0.535
механические,45,20 чужих хапаксов,0.7145512223738283,0.5283333333333333
механические,45,маркер каждые 3,0.734660409258411,0.6183333333333333
механические,45,без пунктуации,0.7110156965873884,0.49833333333333335
механические,45,без служебных,0.7588964702252493,0.505
механические,46,исходный,0.8429858075612394,0.3866666666666667
механические,46,перемешивание,0.8270224522628804,0.415
механические,46,эхо x2,0.7198376873359017,0.5316666666666667
механические,46,эхо x4,0.5429124836679167,0.6916666666666668
механические,46,эхо на четверти,0.7802370589787859,0.4583333333333333
механические,46,словарь к 25,0.5589234094257945,0.7116666666666666
механические,46,словарь к 60,0.6371959475603163,0.62
механические,46,все слова разные,0.894378951318172,0.295
механические,46,чужие хапаксы,0.8432644070927825,0.37166666666666665
механические,46,хапаксы одного домена,0.8515509950825946,0.36000000000000004
механические,46,20 чужих хапаксов,0.8393486426350005,0.385
механические,46,маркер каждые 3,0.816941927118444,0.5016666666666666
механические,46,без пунктуации,0.8450966734066512,0.36000000000000004
механические,46,без служебных,0.8670100074428239,0.33166666666666667
механические,47,исходный,0.8122690133536906,0.37166666666666665
механические,47,перемешивание,0.8142277421264154,0.3633333333333333
механические,47,эхо x2,0.6507778219831574,0.5483333333333335
механические,47,эхо x4,0.44765901841018324,0.7266666666666666
механические,47,эхо на четверти,0.7776193060532052,0.4216666666666667
механические,47,словарь к 25,0.5705282329499785,0.66
механические,47,словарь к 60,0.6763203032224746,0.5333333333333333
механические,47,все слова разные,0.8861512520148408,0.27166666666666667
механические,47,чужие хапаксы,0.8113658714801133,0.3833333333333333
механические,47,хапаксы одного домена,0.8236795143635809,0.36999999999999994
механические,47,20 чужих хапаксов,0.8026421090133612,0.3983333333333334
механические,47,маркер каждые 3,0.8239542902242639,0.4483333333333333
механические,47,без пунктуации,0.8126642284224861,0.37166666666666665
механические,47,без служебных,0.8280720734366049,0.32833333333333337
механические,48,исходный,0.8202377786444376,0.33499999999999996
механические,48,перемешивание,0.8461890617566104,0.3
механические,48,эхо x2,0.7367583856580339,0.43333333333333335
механические,48,эхо x4,0.6138025861938191,0.555
механические,48,эхо на четверти,0.7949933139896,0.36833333333333335
механические,48,словарь к 25,0.6397522694385134,0.6083333333333334
механические,48,словарь к 60,0.6943639162071863,0.52
механические,48,все слова разные,0.8874731839962222,0.2316666666666667
механические,48,чужие хапаксы,0.8310802476209828,0.3166666666666667
механические,48,хапаксы одного домена,0.8292743735469249,0.31833333333333336
механические,48,20 чужих хапаксов,0.8258038122070369,0.32
механические,48,маркер каждые 3,0.82583349858936,0.4283333333333333
механические,48,без пунктуации,0.8505105446125878,0.2916666666666667
механические,48,без служебных,0.8622969263943178,0.26666666666666666
механические,49,исходный,0.8187204103057267,0.36833333333333335
механические,49,перемешивание,0.8273400035559253,0.35000000000000003
механические,49,эхо x2,0.6817049359380668,0.5083333333333333
механические,49,эхо x4,0.4853976033668454,0.685
механические,49,эхо на четверти,0.7703283752506875,0.4083333333333334
механические,49,словарь к 25,0.5880680367399127,0.6566666666666666
механические,49,словарь к 60,0.6968242887403232,0.535
механические,49,все слова разные,0.8866253423073921,0.26166666666666666
механические,49,чужие хапаксы,0.8548574014774976,0.30666666666666664
механические,49,хапаксы одного домена,0.8563452882191672,0.28
механические,49,20 чужих хапаксов,0.8352972732699718,0.3433333333333333
механические,49,маркер каждые 3,0.8339407649416674,0.4366666666666667
механические,49,без пунктуации,0.8536163317005449,0.28833333333333333
механические,49,без служебных,0.8570534932911485,0.315
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,исходный,0.8151201948180847,0.3983333333333334
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,тема вписана,0.8526159800822911,0.33666666666666667
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,меньше мыслей,0.7660558701059793,0.45333333333333337
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,одна тема,0.7885352528427804,0.4383333333333333
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,беднее словарь,0.7968452110087724,0.4366666666666667
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,без синонимов,0.7890040205743346,0.4083333333333334
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,термин в той же обёртке,0.8218306822656093,0.395
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,каждое предложение о своём,0.9118291861617838,0.20833333333333334
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,богаче словарь,0.8903495006137033,0.27
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,ни одного слова дважды,0.8660228799390914,0.2783333333333333
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,редкие синонимы,0.8668053507811065,0.33499999999999996
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,художественный стиль,0.8708976331372854,0.2916666666666667
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,анафора,0.7729731627812063,0.45333333333333337
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,поле: значение,0.8250947050236395,0.36833333333333335
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,перемешивание,0.8296692733973817,0.3633333333333333
LLM,coling::dc12cc52-6173-4721-b8be-42699b3cf392,чужие хапаксы,0.8341762031347026,0.36166666666666664
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,исходный,0.8099872505938451,0.4033333333333333
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,тема вписана,0.8301104719712775,0.35833333333333334
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,меньше мыслей,0.6602795733557726,0.545
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,одна тема,0.8151124996833548,0.39666666666666667
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,беднее словарь,0.788337706375267,0.44166666666666665
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,без синонимов,0.7934423088219177,0.43166666666666664
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,термин в той же обёртке,0.7555098982316669,0.45
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,богаче словарь,0.8466838519768126,0.295
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,ни одного слова дважды,0.8752587532519093,0.27
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,редкие синонимы,0.7994485971688704,0.41
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,художественный стиль,0.8511870897354212,0.31
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,анафора,0.7630285170153606,0.4366666666666667
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,поле: значение,0.8271730888943055,0.33166666666666667
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,перемешивание,0.813248397102463,0.395
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,чужие хапаксы,0.8069976800773576,0.39666666666666667
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,исходный,0.843805980996875,0.34833333333333333
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,тема вписана,0.8234159798594137,0.32666666666666666
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,меньше мыслей,0.656138115235472,0.5766666666666667
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,одна тема,0.7771027960611955,0.415
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,беднее словарь,0.7984723628634921,0.39666666666666667
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,без синонимов,0.7907104036459129,0.39833333333333326
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,термин в той же обёртке,0.7249769227217203,0.49666666666666665
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,каждое предложение о своём,0.908246012747445,0.19333333333333336
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,богаче словарь,0.8571841179879693,0.3133333333333333
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,ни одного слова дважды,0.8137180953359863,0.3633333333333333
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,редкие синонимы,0.8322377992287687,0.34
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,художественный стиль,0.8635409892448443,0.2733333333333333
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,анафора,0.796466647300701,0.41500000000000004
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,поле: значение,0.8202918517359095,0.36000000000000004
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,перемешивание,0.8019429969620968,0.36833333333333335
LLM,coling::1a16d27a-89fc-4df9-8b4f-cf2532a8cec8,чужие хапаксы,0.8029567084187269,0.36833333333333335
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,исходный,0.789534821597802,0.42
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,тема вписана,0.8079235833466069,0.35333333333333333
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,меньше мыслей,0.812200350024491,0.36000000000000004
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,одна тема,0.7890993531299809,0.415
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,беднее словарь,0.7802813867202691,0.41500000000000004
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,без синонимов,0.7662602378660027,0.42333333333333334
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,термин в той же обёртке,0.7234719367929086,0.4666666666666666
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,богаче словарь,0.8327353994823299,0.32
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,ни одного слова дважды,0.8241036851723199,0.33
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,редкие синонимы,0.7705048587510395,0.39833333333333326
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,художественный стиль,0.8332091614930174,0.3283333333333333
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,анафора,0.7484283281874563,0.4716666666666667
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,поле: значение,0.7906512245770583,0.405
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,перемешивание,0.7970332733526876,0.39333333333333337
LLM,coling::2e921a31-8ffa-4c78-8c4d-ef7e72432bc8,чужие хапаксы,0.7817089015939316,0.3983333333333334
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,исходный,0.8197534137891999,0.35666666666666663
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,тема вписана,0.8735035321346899,0.30833333333333335
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,меньше мыслей,0.8336110746275782,0.3216666666666667
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,одна тема,0.8236671726446781,0.3516666666666666
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,без синонимов,0.8334842999844558,0.355
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,термин в той же обёртке,0.8053804827807903,0.37833333333333335
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,каждое предложение о своём,0.8963615055549011,0.2333333333333333
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,богаче словарь,0.8874551148685251,0.27166666666666667
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,ни одного слова дважды,0.88728522986009,0.24166666666666667
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,редкие синонимы,0.8426676678988705,0.3333333333333333
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,художественный стиль,0.8574464683351746,0.3
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,анафора,0.8245860135770989,0.3666666666666667
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,поле: значение,0.8241875973607028,0.34
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,перемешивание,0.8428038388366783,0.3383333333333334
LLM,coling::28a6b262-a893-4fcb-a538-fc9aa5adc135,чужие хапаксы,0.8278656792648187,0.36166666666666664
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,исходный,0.8115321821487896,0.3833333333333333
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,меньше мыслей,0.5510233041414323,0.645
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,одна тема,0.779492401082407,0.42
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,беднее словарь,0.756827009795122,0.4383333333333333
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,термин в той же обёртке,0.777364398476957,0.4266666666666667
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,каждое предложение о своём,0.9210471127053607,0.17833333333333332
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,богаче словарь,0.9030466104280425,0.24666666666666667
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,редкие синонимы,0.8377051245813479,0.35166666666666674
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,художественный стиль,0.8552542033702863,0.29
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,анафора,0.7630789599583556,0.45
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,поле: значение,0.7897835629960869,0.38166666666666665
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,перемешивание,0.8033094889229146,0.385
LLM,coling::efafda31-a3f3-48d6-9d8f-b2b5d4b1143b,чужие хапаксы,0.8041447725677292,0.395
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,исходный,0.8501561713279976,0.3133333333333333
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,тема вписана,0.8339491471708916,0.31666666666666665
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,меньше мыслей,0.6902137856197088,0.5116666666666667
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,одна тема,0.8594283463443685,0.2933333333333333
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,беднее словарь,0.8267166466746428,0.35833333333333334
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,без синонимов,0.8149944625820172,0.365
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,термин в той же обёртке,0.838943416143456,0.325
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,богаче словарь,0.8745769591702369,0.27666666666666667
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,ни одного слова дважды,0.8631662222091693,0.2866666666666667
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,редкие синонимы,0.8589269029712754,0.29666666666666663
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,художественный стиль,0.8987076046907383,0.21833333333333335
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,анафора,0.824682901856964,0.39666666666666667
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,поле: значение,0.8346456768854419,0.35000000000000003
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,перемешивание,0.863884959233261,0.295
LLM,coling::f4961832-eeb4-41fc-8a64-82c3010783ae,чужие хапаксы,0.865528429863543,0.2833333333333334
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,исходный,0.8380304881549705,0.35000000000000003
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,тема вписана,0.8417988008366901,0.3116666666666667
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,меньше мыслей,0.7399062326067986,0.5083333333333333
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,одна тема,0.7837091854510186,0.435
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,беднее словарь,0.8020932671087371,0.37666666666666665
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,без синонимов,0.7970725350479334,0.395
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,термин в той же обёртке,0.8181371962334998,0.36999999999999994
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,каждое предложение о своём,0.8888694558273945,0.24833333333333332
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,богаче словарь,0.8751141991425105,0.26333333333333336
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,ни одного слова дважды,0.914390078773956,0.19666666666666666
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,редкие синонимы,0.8319534341322868,0.3283333333333333
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,художественный стиль,0.8702835598190323,0.2783333333333333
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,анафора,0.7889510755253836,0.44
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,поле: значение,0.8290954092873725,0.3416666666666666
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,перемешивание,0.8419362813716863,0.32666666666666666
LLM,coling::2b392f9b-db4c-468a-bf65-fc00202e096d,чужие хапаксы,0.8295372408174219,0.3416666666666666
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,исходный,0.8132866500684033,0.3566666666666667
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,тема вписана,0.8317236944664385,0.3333333333333333
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,меньше мыслей,0.717586034170122,0.48166666666666663
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,одна тема,0.7839918028980565,0.40166666666666667
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,беднее словарь,0.8226636709996735,0.35833333333333334
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,без синонимов,0.8002120400881453,0.36000000000000004
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,термин в той же обёртке,0.8261584142883898,0.3433333333333333
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,богаче словарь,0.8455058172527573,0.3033333333333333
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,ни одного слова дважды,0.8571657048337197,0.2933333333333333
LLM,coling::3bec38ad-9c98-4004-95a3-5b24858e7401,редкие синонимы,0.8398503798246623,0.3316666666666667
