набор,текст,условие,крупный,мелкий,средний
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,ни одного слова дважды,20.321975941568482,4.309803926525269,17.156319811418832
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,одна тема,25.406380200616415,4.2268035600869025,17.235427776512275
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,перемешивание,17.52901351046932,5.908624995973689,13.927862475713038
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,поле: значение,11.67682693123737,2.210642662099284,9.096928710279784
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,редкие синонимы,22.392698388634514,3.9605514984539547,16.28948487698587
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,тема вписана,21.708420255263018,4.423924743650857,18.502778283223726
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,термин в той же обёртке,19.44438538840225,3.2744619491843747,14.631357652647598
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,художественный стиль,28.65028435786803,4.164486511219181,22.46550024253015
LLM,coling::3dd39352-d471-4ab9-bd50-b7345fc1d97c,чужие хапаксы,15.382887819751298,4.723333338859386,12.90191541590757
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,анафора,14.931386510353882,2.6783772653252726,13.46483788865622
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,беднее словарь,22.124754070309095,3.5100278460595313,15.140018705295484
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,без синонимов,17.54333972665681,3.1684130446269707,11.371388276521532
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,богаче словарь,18.277481310141034,3.4257771735921296,14.882196841565783
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,исходный,20.795030131768144,3.486026879979652,14.451362654018785
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,каждое предложение о своём,19.54070368223242,4.962745157318364,17.894279995354143
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,меньше мыслей,12.471637686256315,3.44946953368537,6.260170485654038
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,ни одного слова дважды,23.048953952992495,3.8898387158448915,16.30817623845523
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,одна тема,18.38405659165315,3.8211789286906606,12.416278579275772
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,перемешивание,16.575976612082833,5.441052484427671,13.176329070414642
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,поле: значение,15.388063503596165,2.921619734559824,12.206311508332183
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,редкие синонимы,20.439588993817324,3.3864570897808934,14.886110167176176
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,тема вписана,19.96533836572873,3.9050056348811966,15.900823713950725
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,термин в той же обёртке,19.444291762489677,2.6547055636652948,12.763767225504731
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,художественный стиль,21.66762826967294,4.921417604139902,20.46955233026939
LLM,coling::49a2d576-81e8-4b16-889d-beb4a986f322,чужие хапаксы,17.37119829539412,3.747702326355497,11.661216987241096
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,анафора,12.489737117208357,3.2270848779918446,13.391547381310701
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,беднее словарь,22.726908387693427,4.1366116496614636,16.561386960305377
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,без синонимов,19.572371134860013,3.0503387045027126,13.865210348722893
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,богаче словарь,21.55484800150144,4.793259574118779,16.749208948637133
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,исходный,22.020660109104398,4.316085610996778,17.1160533650598
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,каждое предложение о своём,24.386703007984867,5.318821210817809,20.2215695711509
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,меньше мыслей,14.408830070435029,3.2602401645844163,10.31857553925409
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,ни одного слова дважды,26.63642872411613,4.412812428643879,18.30583829486783
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,одна тема,19.892071962672464,4.007860234067103,15.520053217694132
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,перемешивание,18.63079165839471,4.979024400864921,15.862664709028294
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,поле: значение,13.110114686786545,2.641957732925158,12.704304750795512
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,редкие синонимы,24.42474797417661,4.20828531596621,17.647705423683345
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,тема вписана,19.948836171626382,4.439602472584886,17.505700612000208
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,термин в той же обёртке,19.820775172772056,3.1331143390312843,15.221283797318796
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,художественный стиль,19.916301870535584,4.558203415247229,16.959164254249202
LLM,coling::4b504a77-e4f6-447f-996a-b39d54b5c54c,чужие хапаксы,18.86370272891237,5.075445813777338,15.228126102516246
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,анафора,11.97415861532906,2.5180837504174636,11.260027963873863
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,беднее словарь,17.725104733817584,3.5303460549040193,15.748227016085627
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,без синонимов,18.07893947907051,3.6872893581924577,16.004068327183568
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,богаче словарь,17.146397080726306,3.817257834114131,16.063839381478736
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,исходный,17.16155968507622,3.528373973796822,16.085460041518612
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,меньше мыслей,7.696829320935415,3.944281413168704,3.1484109803182774
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,ни одного слова дважды,17.728867677680014,3.3769511043446374,15.991966000704753
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,одна тема,15.680322737284566,3.1752657320791458,11.688954139160945
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,перемешивание,17.295746434731733,4.794333793154519,15.859073589559031
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,поле: значение,14.794248347351246,2.2598619746873476,12.163975374967876
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,редкие синонимы,17.9609608387831,3.743593189178003,16.471445930443235
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,тема вписана,18.958204733780736,3.994485093998379,16.645432069390107
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,термин в той же обёртке,18.76527918523915,3.327949708121629,15.937127381779982
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,художественный стиль,15.804875690737784,3.9489508906088218,17.38306081541655
LLM,coling::4e7728dc-010d-47cb-95f2-16525a713ce3,чужие хапаксы,14.59163552461768,3.9631670246649895,14.291245369099439
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,анафора,16.60948710206456,3.0968331989258124,13.702918565371936
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,беднее словарь,19.628629467864883,4.153711501995967,15.912153152877341
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,без синонимов,18.83473018204343,3.811983739756344,14.743915855380715
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,богаче словарь,21.24806859454551,4.249149299683625,18.246608679356548
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,исходный,19.604466069841905,4.251906828471575,16.26853714350643
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,каждое предложение о своём,24.42886111655355,5.706519296023764,23.953861470445712
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,меньше мыслей,17.366117233153524,3.7970994683465085,14.476257420450413
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,ни одного слова дважды,22.266864406493163,7.379502215740937,23.022776596596483
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,одна тема,22.325488036945675,3.9499240813473055,17.53946484181459
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,перемешивание,19.72735423683711,5.84977497047844,15.192873050209347
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,поле: значение,12.21477839453273,2.824165870638116,12.565979091391238
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,редкие синонимы,20.904336342875297,4.141622890028491,17.344601751513412
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,тема вписана,20.383451816189528,3.9449848873856923,18.515444611465085
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,термин в той же обёртке,19.434059186252995,4.125744871492244,15.91835194327211
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,художественный стиль,27.02142391390484,4.946297284839304,22.631425780108703
LLM,coling::5895f991-9d37-49fe-9f39-eeff324a797c,чужие хапаксы,15.115910111188693,5.008057527833758,13.727036139279097
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,анафора,17.524518097113205,3.0350859404747665,11.99718471032001
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,беднее словарь,19.44619604785313,4.113371561468569,14.378936796919913
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,без синонимов,20.262674835332525,3.6377298483465705,13.596015894829133
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,богаче словарь,22.434297899865506,4.160286250527525,16.5995777045323
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,исходный,17.725487660064328,3.921896162859222,13.87372719120049
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,меньше мыслей,15.332643771470016,3.8440252652406577,8.727068743658688
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,ни одного слова дважды,17.75807463069719,4.060099559854946,13.883867070321504
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,одна тема,20.27557512823141,3.9622919890120025,12.633833970636429
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,перемешивание,18.665626192459815,5.996890798713345,14.34248171921988
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,поле: значение,14.820169858642247,2.7300009742018903,11.41851032349184
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,редкие синонимы,17.027988068474837,4.158658810899949,12.501840343792983
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,тема вписана,18.551308476071775,3.819394211241786,15.21232825863793
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,термин в той же обёртке,20.789669804668172,3.49810877372951,14.463777531639739
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,художественный стиль,23.371586421238728,4.3976555762987966,19.669757930535617
LLM,coling::59aec439-babf-4d21-b03b-4f331a96f0bf,чужие хапаксы,16.609313719064456,5.106954699067303,12.80815781563985
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,анафора,13.09151131346759,3.5904700341881894,10.714523030374522
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,беднее словарь,26.08263705098564,3.8668706823610743,15.883573897130692
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,без синонимов,24.025966853964775,3.4140456403168935,14.073330136427336
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,богаче словарь,20.89472383559517,4.240893158203636,19.08209739947881
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,исходный,23.905211352392396,4.009017130506239,16.067534397336615
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,каждое предложение о своём,23.26344569316186,5.544112687582173,22.265807074086418
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,меньше мыслей,17.026771038679723,3.4522611359855597,10.199062339325508
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,ни одного слова дважды,21.45577385356277,3.9480780596901472,18.877177442839592
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,одна тема,23.783192394458172,3.547423022824952,16.46625254234653
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,перемешивание,18.06718235746684,6.698207593359614,13.660942997461465
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,поле: значение,14.154553093226642,2.5517104900604934,13.413364825223088
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,редкие синонимы,23.584739103782546,3.8186348433996633,16.650130563087185
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,тема вписана,21.189266545665483,3.8439183056921458,15.787179617740765
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,термин в той же обёртке,25.235583106363197,3.3278733065305905,15.032765438240123
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,художественный стиль,27.330338078505676,4.763785228494646,21.92744703642641
LLM,coling::60e5cc06-240c-4ed3-80bd-353d0ba88cb2,чужие хапаксы,17.301480455439524,4.881919277498935,13.792191108051512
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,анафора,17.736636108940022,3.077036197462933,16.58937254388195
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,беднее словарь,19.257904849364444,4.279283534474085,14.721363849855544
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,без синонимов,18.388499897596333,4.064745464804342,11.50565021752825
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,богаче словарь,23.322210630254446,5.574784573402056,20.316378700645956
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,исходный,20.20638814756841,4.841594075553297,16.893441281869627
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,каждое предложение о своём,20.658122117928624,6.001326098718267,20.90452412550347
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,меньше мыслей,15.684233392202932,3.606975048628356,9.62426602897548
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,ни одного слова дважды,19.65017183476088,4.539439645163143,16.610241339063908
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,одна тема,20.533118352818253,4.167523060153148,13.30049567781666
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,перемешивание,17.29367759823916,5.825188724766174,15.110247852988909
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,поле: значение,18.259801543496465,2.9933612237005027,16.082572769140896
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,редкие синонимы,19.490387333253015,4.3431348436150286,16.23898121388955
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,тема вписана,25.04715895584073,5.048545127089194,18.3898220634779
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,термин в той же обёртке,18.30658409931478,4.138339907159701,13.821638249974688
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,художественный стиль,24.680485993445814,5.905405628047959,22.546249885906537
LLM,coling::65648d18-be4d-475d-bcab-2fbcdb8ade2d,чужие хапаксы,17.3446193780414,5.112255844207143,14.718352691048793
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,анафора,13.85088234515424,3.5734556623148603,15.752240052913322
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,беднее словарь,19.50514418530088,3.8140166342560726,13.71262792024387
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,богаче словарь,21.161164303101632,4.209346113851789,17.502601161726147
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,исходный,19.20342580611984,4.0512276328462775,15.802616311340376
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,каждое предложение о своём,22.21620923842973,4.313771399928687,19.06952565065468
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,меньше мыслей,12.785028938920286,2.773906891782496,8.579231505840784
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,одна тема,16.778917958045945,3.896639789125546,14.57158479769979
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,перемешивание,18.680420663975166,5.119244008342643,15.80713082713039
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,поле: значение,14.982848255640212,3.0196690272055142,12.132730402460016
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,редкие синонимы,18.410998962975,3.999193072041717,15.080762672944896
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,термин в той же обёртке,15.084259482930484,2.806467699958241,8.867566856055282
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,художественный стиль,20.13893852276616,4.662713118624062,19.209856267831196
LLM,coling::6d5e183d-832b-4aa4-a6e2-563f242380e3,чужие хапаксы,15.548406662473468,4.406074329285402,13.92180264546684
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,анафора,13.708766846283526,3.2994870413364907,9.857679603063339
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,беднее словарь,20.90903320804986,3.7445748033466946,13.189485641255754
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,без синонимов,20.19939359748379,4.083371368249703,12.21680616968224
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,богаче словарь,23.020926732187387,3.7591884986812225,16.848412164127748
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,исходный,20.306221826197113,3.653058428206136,13.926685798572766
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,каждое предложение о своём,21.35228522876337,3.9076126761039562,18.778695936626978
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,меньше мыслей,12.853731453328422,3.5587173813709896,7.169295078459908
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,ни одного слова дважды,21.1951194047549,3.401327504090747,15.852176593557909
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,одна тема,22.076313747165596,3.9391729778094353,15.582144800925112
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,перемешивание,17.772363589525543,6.153638350831028,13.90077928946792
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,поле: значение,13.735023603491877,2.54666555586493,12.39392679457973
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,редкие синонимы,20.599325345485873,3.5640843495942645,13.957321263657345
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,тема вписана,22.13438881615265,3.7471480872492946,15.827060202799748
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,термин в той же обёртке,20.717625221923527,3.3533612143177765,14.140139279611555
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,художественный стиль,28.68877714169504,4.883210198164717,23.759024322379148
LLM,coling::6ea6d618-d59e-455d-a265-490e14187344,чужие хапаксы,16.9924455887536,4.3704254887386265,13.312391080105845
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,анафора,13.942663898634244,2.675838488669708,11.459971677037114
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,беднее словарь,22.124754070309095,3.5100278460595313,15.140018705295484
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,без синонимов,17.44572789972681,3.434008200282529,11.67094459537446
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,богаче словарь,18.277481310141034,3.4257771735921296,14.882196841565783
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,исходный,20.795030131768144,3.486026879979652,14.451362654018785
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,каждое предложение о своём,21.769618383485547,4.7277049248551375,18.358864875609704
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,меньше мыслей,12.209904387012118,3.1939863920539744,6.620850082327403
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,ни одного слова дважды,20.55299585854216,3.4029306553864447,16.028850179154414
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,одна тема,18.38405659165315,3.8211789286906606,12.416278579275772
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,перемешивание,17.413551593587595,5.462751722895358,14.510642780683629
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,поле: значение,18.612191758325583,2.795354940678039,13.44770166456829
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,редкие синонимы,20.632869131718685,3.1710178640241273,14.45399417512713
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,тема вписана,22.179622414266305,3.8122758220952653,16.09597008894333
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,термин в той же обёртке,19.444291762489677,2.6547055636652948,12.763767225504731
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,художественный стиль,23.11095827445422,4.805452368324606,18.64033579702734
LLM,coling::724b2f69-4d19-4d08-9bbd-53e0153760b2,чужие хапаксы,17.686516062104065,3.3576141989263566,12.278128917225263
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,анафора,13.592674105864663,2.7288837536786468,13.278212384535891
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,беднее словарь,20.853318120116914,4.040813648355018,16.274396779415476
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,без синонимов,22.124986282419737,3.7140196414396236,16.93517920712736
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,богаче словарь,25.449963931995107,4.401252978487301,19.714024925486882
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,исходный,23.146048785848016,4.083621091985334,18.517176978526415
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,каждое предложение о своём,22.564813417115673,4.2103566780119746,17.24153360045411
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,меньше мыслей,10.863449013578702,3.385675876410154,5.284063285026113
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,ни одного слова дважды,23.02962884648882,4.530395165322761,19.88390076970336
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,одна тема,23.84581614890362,3.7084928281434117,17.184574935152018
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,перемешивание,21.737234285104932,5.1289932780262175,16.658344452866924
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,поле: значение,14.726349000151686,2.4371163860195444,12.493816652126583
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,редкие синонимы,26.378569209660057,4.6691624798898,20.134831565371872
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,тема вписана,21.422374128422017,4.258625214466612,17.887999611020525
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,термин в той же обёртке,25.76000889711437,3.731044415922549,17.79368152380747
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,художественный стиль,28.224230533302432,4.716359464489293,20.702881014513014
LLM,coling::745b25d5-34c6-4c43-a690-6414f20591ce,чужие хапаксы,18.139622894674922,4.428732899634809,14.796633166717982
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,анафора,19.20998719374005,2.534603556522717,13.836272484859347
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,беднее словарь,23.62367785816424,3.2840523863637054,14.6207638692373
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,без синонимов,24.56154179105719,3.2408618984349995,16.06566698769178
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,богаче словарь,23.029506630840284,4.216843086496817,18.159949623654843
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,исходный,22.686276646827352,3.3586801120069047,16.541862245655015
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,меньше мыслей,14.820090934427059,3.1956487258704533,7.030037671364788
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,ни одного слова дважды,26.34796397722358,3.920971911543461,19.81787664182307
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,одна тема,22.103330833251515,3.620549527178987,14.805984701127741
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,перемешивание,21.230816434217527,5.5642924331777905,15.017049481006387
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,поле: значение,16.982507246541786,2.817943523357021,14.155937763110762
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,редкие синонимы,23.42776115873999,3.6414699423543944,17.518991633134227
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,тема вписана,24.412052046257003,4.036457773866702,17.556746338306368
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,термин в той же обёртке,22.071960167417163,2.6649947883729004,14.748939526432608
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,художественный стиль,22.094324148365178,4.1386684532223255,18.326031528036275
LLM,coling::7876816d-0ac2-4404-b2bf-deeaa0b7ea1d,чужие хапаксы,18.720114720583386,3.7791377626086637,13.885975005300187
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,анафора,12.81261129271212,3.33293586110184,13.090957153496893
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,богаче словарь,28.09911482255629,4.832823707773194,20.885634099730034
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,исходный,21.064844967369535,4.534040515026566,17.426397584362576
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,каждое предложение о своём,23.99562457956391,5.421917921163696,22.08770580459836
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,меньше мыслей,18.545749465774506,3.9719596671224005,15.738084454601601
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,одна тема,17.2846733405039,4.595830851580849,13.926132015929579
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,перемешивание,18.748640406509754,6.713770227586368,15.667402238960278
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,поле: значение,13.450321895581677,3.1550806229102015,13.837454504542396
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,редкие синонимы,20.61932459711788,4.597520751597029,17.96406891766184
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,термин в той же обёртке,17.4654999768234,3.9968024539110623,15.941996346147954
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,художественный стиль,24.65463057714813,5.587411090536057,23.125874249571627
LLM,coling::7c3f2a9c-bdfc-4800-8191-0036c8cec709,чужие хапаксы,15.84126235274346,5.721009112594916,15.352832079689477
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,анафора,13.176234068500314,2.6757948692400895,7.966250046702129
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,беднее словарь,18.629940582901643,3.0912371155362814,10.638913103228328
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,без синонимов,17.296934763127478,3.22312505871362,10.680173677149758
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,богаче словарь,17.642223313769374,3.3342979156758403,13.914740990920075
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,исходный,16.433184092432256,3.527818952856493,11.059863853634246
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,каждое предложение о своём,18.47227036876465,3.9477034399227997,14.774246083294106
LLM,coling::8eb96c1a-6193-4f0f-843b-4b91efbea553,меньше мыслей,12.53411474058398,2.9590586777765924,5.841209091701655
